country,adm1,adm2,pop,classif,phase1,phase2,phase3,phase4,phase5,phase35,status
Nigeria,Niger,Gbako,195923,1,168493.78,25469.99,1959.23,0,0,1959.23,outofcamp
Nigeria,Niger,katcha,186682,1,160546.52,24268.66,1866.82,0,0,1866.82,outofcamp
Nigeria,Niger,Lapai,177703,1,152824.58,23101.39,1777.03,0,0,1777.03,outofcamp
Nigeria,Niger,Lavun,324139,1,278759.54,42138.07,3241.39,0,0,3241.39,outofcamp
Nigeria,Niger,Mokwa,372011,1,319929.46,48361.43,3720.11,0,0,3720.11,outofcamp
Nigeria,Niger,Bosso,228814,1,192203.76,32033.96,4576.28,0,0,4576.28,outofcamp
Nigeria,Niger,Chanchaga,316813,1,266122.92,44353.82,6336.26,0,0,6336.26,outofcamp
Nigeria,Niger,Gurara,141862,1,119164.08,19860.68,2837.24,0,0,2837.24,outofcamp
Nigeria,Niger,Munya,159804,1,134235.36,22372.56,3196.08,0,0,3196.08,outofcamp
Nigeria,Niger,Paikoro,244347,1,205251.48,34208.58,4886.94,0,0,4886.94,outofcamp
Nigeria,Niger,Rafi,284094,1,238638.96,39773.16,5681.88,0,0,5681.88,outofcamp
